1285.2,1224.2,1191.1,1171.8,1184.1,1220.6,1303,1377.8,1424,1454.8,1483,1507.6,1527.7,1566,1613.1,1666.6,1741.6,1806.1,1821.8,1790.5,1758.1,1696.8,1567.4,1431.3
1541.8,1497.8,1452.4,1434.1,1452,1525.8,1630.8,1766.9,1853.6,1924.2,1967.9,2041.8,2070.2,2118.3,2155.8,2188.9,2224.5,2263.4,2270.1,2219.3,2147.9,2090.9,1908.5,1733.9
683,638,603.1,574.2,564.9,577.8,626.3,703.7,749.4,788,818.8,841.2,864.1,892.4,917.7,949.6,979.3,992.6,973.6,927,890,862.6,802.1,731
968.4,918.4,887.5,877.1,884.7,922.4,984,1082.7,1155.6,1216.7,1276.1,1329.6,1367.7,1416.7,1455.2,1494.7,1529,1550,1533.4,1483.6,1417.9,1386.8,1279.7,1160.9
1006.6,934.9,890.9,868.1,862.8,884.6,935.6,1029.3,1099.9,1147.3,1205.3,1260.8,1315.4,1378.4,1444,1510.1,1572.1,1609.2,1600.1,1535.4,1462.6,1397.5,1263.8,1132.9
2490.1,2295.8,2143.5,2066.6,2051.6,2074.6,2196.5,2417.5,2607.5,2762.7,2912.8,3088,3236.7,3379,3539.5,3688.5,3808.8,3852.6,3794.1,3586.4,3406.5,3270.2,2980.2,2661.5
736.9,701.3,682.2,668.9,669.7,695.5,751.9,815.4,855.7,889.1,897.6,916.6,927.2,943,962.4,975.3,988.6,1002.7,1008.7,962.3,937.2,916.8,857.3,790.4
279.6,254.4,238.1,223.9,220.8,231.5,257.2,280.4,294.2,314.4,335.8,349.4,367,386,405.4,417.1,431.3,441.3,434.8,410.4,391.1,376.5,343.7,298.6
6325.4,5960.1,5709.3,5557.2,5523.2,5661.5,6086.9,6659.3,7085.8,7384.4,7574.1,7703.5,7802.1,7900.7,8010.6,8131.8,8230.5,8192.9,7900.5,7577.2,7323.5,7204.9,6929.8,6568.5
455.1,467.8,465.7,463.5,467,470.8,489.5,487,491.6,502.4,513,510.3,512.3,516.3,515.9,538.8,536.4,549.4,519.7,542.8,538,537.7,518,493.8
1687,1623.2,1575.6,1545.6,1555.3,1600.9,1665.9,1777.9,1869.9,1954.5,2032.7,2097.1,2133.4,2191.9,2231.6,2273.1,2310.9,2324.3,2312.8,2251.3,2163.6,2127,1986.5,1865.8
