1609.3,1562.3,1540.9,1529.8,1528.9,1533.4,1575,1613.4,1674.1,1731.2,1765.4,1775.4,1777.8,1767.6,1753.1,1758.7,1859.7,1980.6,1969.2,1945.2,1885.9,1798.3,1686.7,1593.1
2067.2,2024.2,1986.2,1958.1,1926.6,1964.1,2027.7,2085.4,2134,2202.7,2235.7,2213,2184.9,2174.9,2192.3,2235,2354.4,2519.4,2511.3,2469.6,2426.3,2314.2,2168.4,2066.1
695.9,668,644.2,619.6,612.7,625.1,637,647.8,659.7,680.8,711.8,722.4,741.5,735.1,739.8,748.8,795.3,859.1,868.8,860.1,841.1,797.7,736.9,680
1152.2,1118.2,1091.1,1072.8,1072.7,1093.4,1130.4,1167,1184,1222.3,1247.9,1263.8,1273.4,1266.8,1262.7,1286.4,1363.4,1495.4,1483.4,1451.8,1404.7,1334.9,1237.5,1145.2
1284.7,1228.1,1192,1190.7,1190.2,1203,1226.6,1243.4,1285.9,1331.1,1361.1,1366.8,1371.7,1353.7,1343.7,1372.3,1446.7,1560.5,1559,1537.8,1499.7,1437.6,1336.3,1254.4
2596.1,2482.9,2384,2327.2,2309.9,2327.3,2371.9,2386.4,2449.5,2542.2,2625.8,2671.3,2688.5,2683.5,2695.4,2746.2,2949.3,3232.4,3242.6,3187.2,3104.1,2958.9,2738,2522.8
1076,1041.8,1026.7,1016.1,1019.6,1040.2,1072.6,1112.2,1162,1196.9,1221.9,1222.8,1210.2,1192.2,1173.2,1180.6,1227.8,1311.5,1307.6,1280.9,1240.5,1172.8,1085.6,1028.2
400.9,394.8,390.1,377.4,379.5,384.9,397.1,407.3,421.4,424.6,437.1,435.3,431.8,430.9,435.1,429.6,463.2,512.9,522.6,517.8,498.5,466,429.1,392.6
6073.3,5905.7,5744.7,5625.7,5572,5595.4,5721.3,5811.4,5969.1,6148.2,6300.9,6455.7,6526,6556.4,6578.9,6628.7,6806.7,7081.9,7081.9,7024.2,6905.9,6725.4,6433.3,6089.4
664,661.3,654.4,656.5,660,663.2,674.9,678,694,690.5,661.2,657.2,655.8,642.5,640.6,643.5,659.8,679,681.9,680.5,693.9,684.9,658.6,662.9
1846.9,1794.2,1765.6,1763.7,1745.9,1759.7,1808,1858.7,1879.1,1924.9,1955.1,1961.1,1968.6,1975.2,1970.3,1984.9,2055.2,2202.2,2206.6,2193.3,2150.1,2067.9,1956,1841.2
